x,I/I0,fitted I/I0
-0.02990820764953135,0.984317943864194,1.0359189280271621
-0.02980820764953135,0.967180167149326,1.035935793557778
-0.029708207649531353,0.9728322598109618,1.035952877880277
-0.02960820764953135,0.9851596644062062,1.0359701845243905
-0.029508207649531354,0.9860229474986214,1.0359877170878153
-0.029408207649531344,0.984531230352643,1.0360054792377313
-0.029308207649531348,0.989083069266492,1.0360234747123582
-0.029208207649531352,0.9851597958182637,1.0360417073225514
-0.02910820764953135,0.9761651241599413,1.0360601809534395
-0.029008207649531353,0.985219371950552,1.0360788995661028
-0.028908207649531344,0.9853541580247251,1.0360978671992942
-0.028808207649531355,0.9969560708197305,1.0361170879712072
-0.028708207649531352,0.9816115229992113,1.0361365660812862
-0.02860820764953135,0.987360255095382,1.0361563058120857
-0.028508207649531353,0.996459032528324,1.0361763115311773
-0.02840820764953135,1.0017413148494803,1.0361965876931063
-0.028308207649531354,0.9851225028064736,1.0362171388413994
-0.02820820764953135,0.9961900384472573,1.036237969610625
-0.02810820764953135,0.9847214022671975,1.0362590847285078
-0.028008207649531353,0.9936682336992593,1.0362804890180988
-0.02790820764953135,1.0050195814342857,1.0363021874000031
-0.027808207649531354,1.013521315073838,1.036324184894667
-0.02770820764953135,1.0045001574118637,1.0363464866247236
-0.027608207649531348,0.994085077108009,1.036369097817406
-0.027508207649531352,0.9989632572891443,1.036392023807019
-0.02740820764953135,1.0035730187648042,1.0364152700374814
-0.027308207649531346,0.983253652781625,1.0364388420649349
-0.02720820764953135,0.9690087176624165,1.036462745560425
-0.02710820764953135,0.965949008662699,1.0364869863126518
-0.02700820764953135,0.9582305732313356,1.036511570230798
-0.026908207649531352,0.9793478776793483,1.0365365033474336
-0.026808207649531346,0.9779352010187697,1.0365617918214982
-0.02670820764953135,0.9858290163864399,1.036587441941367
-0.02660820764953135,0.983062349335673,1.0366134601280008
-0.02650820764953135,0.996933839358686,1.036639852938182
-0.02640820764953135,0.9989083605285206,1.0366666270678404
-0.026308207649531352,0.9853466291181927,1.0366937893554724
-0.026208207649531353,0.9812406762798886,1.036721346785654
-0.02610820764953135,0.9810048403962635,1.036749306492652
-0.02600820764953135,0.9901883362265321,1.0367776757641376
-0.025908207649531355,0.9845790109767224,1.0368064620450028
-0.025808207649531352,0.9775805578567306,1.0368356729412858
-0.02570820764953135,0.9814551043270459,1.036865316224206
-0.02560820764953135,0.9728357984911995,1.036895399834315
-0.025508207649531354,0.9861082640722454,1.0369259318857633
-0.025408207649531354,0.9802769472978488,1.036956920670692
-0.02530820764953135,0.9958242457997502,1.0369883746637472
-0.025208207649531352,0.99661574093974,1.0370203025267266
-0.02510820764953135,1.009724282461765,1.0370527131133578
-0.02500820764953135,1.002751089389673,1.0370856154742163
-0.024908207649531354,1.0007582122823926,1.0371190188617845
-0.02480820764953135,1.0034771269567413,1.0371529327356603
-0.02470820764953135,0.9907827656287653,1.037187366767915
-0.02460820764953135,0.986248641918148,1.0372223308486102
-0.02450820764953135,0.9686168175806694,1.0372578350914745
-0.024408207649531357,0.9745094542453024,1.0372938898397501
-0.02430820764953135,0.9874221962156036,1.0373305056722097
-0.024208207649531348,0.983728256774409,1.037367693409354
-0.02410820764953135,0.9703670973994696,1.037405464119791
-0.02400820764953135,0.9870727733597379,1.0374438291268082
-0.02390820764953135,0.990149345447343,1.0374828000151404
-0.02380820764953135,0.9973702941668291,1.0375223886379399
-0.02370820764953135,0.9967082562904791,1.0375626071239588
-0.02360820764953135,1.0013619132205371,1.0376034678849462
-0.02350820764953135,0.9894588634213501,1.037644983623272
-0.02340820764953135,0.97968189538422,1.0376871673397796
-0.02330820764953135,0.9796871821175834,1.0377300323418823
-0.02320820764953135,0.9720109528713794,1.0377735922519034
-0.02310820764953135,0.9664208388279951,1.0378178610156763
-0.023008207649531348,0.9659789534225123,1.0378628529114067
-0.022908207649531352,0.9621165513322785,1.0379085825588112
-0.02280820764953135,0.9562460758810165,1.0379550649285376
-0.022708207649531353,0.9584291120620849,1.0380023153518794
-0.02260820764953135,0.9680428922900519,1.038050349530794
-0.022508207649531348,0.9742770213824665,1.038099183548234
-0.022408207649531352,0.9735063166108994,1.0381488338788036
-0.02230820764953135,0.9672574627993509,1.038199317399751
-0.022208207649531353,0.9620677848728425,1.0382506514023093
-0.02210820764953135,0.9506982057589658,1.038302853603396
-0.022008207649531354,0.9533026407417221,1.0383559421576871
-0.02190820764953135,0.9455072626799552,1.0384099356700758
-0.02180820764953135,0.9369161570564897,1.0384648532085308
-0.021708207649531353,0.9595386143895176,1.0385207143173683
-0.02160820764953135,0.9512793097368111,1.0385775390309528
-0.021508207649531354,0.9357959345413013,1.0386353478878423
-0.02140820764953135,0.9409303615519352,1.0386941619453902
-0.021308207649531348,0.9383178842410567,1.038754002794827
-0.021208207649531352,0.9321987740006664,1.038814892576833
-0.02110820764953135,0.9320302297855113,1.0388768539976225
-0.02100820764953135,0.9411264498523171,1.0389399103455583
-0.02090820764953135,0.9350157683294995,1.039004085508314
-0.020808207649531348,0.9484841259779951,1.039069403990606
-0.02070820764953135,0.9445017741647538,1.0391358909325157
-0.02060820764953135,0.9459892389456334,1.0392035721284212
-0.020508207649531353,0.946304437469137,1.039272474046566
-0.02040820764953135,0.9447203186170123,1.0393426238492807
-0.02030820764953135,0.9521642963302973,1.0394140494138915
-0.02020820764953135,0.9354668502242424,1.039486779354331
-0.02010820764953135,0.9425298799088025,1.0395608430434848
-0.020008207649531352,0.9440282911084708,1.0396362706362992
-0.01990820764953135,0.9669144411730279,1.039713093093676
-0.01980820764953135,0.9653825905585498,1.0397913422071887
-0.01970820764953135,0.9578735177506219,1.039871050624647
-0.01960820764953135,0.9518712064341857,1.0399522518765423
-0.01950820764953135,0.9558545572418936,1.0400349804034121
-0.01940820764953135,0.9455313402751836,1.0401192715841512
-0.01930820764953135,0.9396987629938977,1.04020516176531
-0.01920820764953135,0.9434636209010072,1.0402926882914196
-0.019108207649531347,0.9757303088889409,1.0403818895363766
-0.019008207649531348,0.964099175055735,1.0404728049359353
-0.01890820764953135,0.969050087991452,1.0405654750213458
-0.01880820764953135,0.9645304355928456,1.0406599414541844
-0.01870820764953135,0.9754614016465869,1.040756247062421
-0.018608207649531347,0.9837696590776586,1.040854435877772
-0.018508207649531355,0.9777482465034104,1.0409545531743924
-0.018408207649531348,0.9969473103207621,1.0410566455089516
-0.01830820764953135,1.007050673950605,1.0411607607621565
-0.018208207649531346,1.0032940120257476,1.0412669481817725
-0.01810820764953135,1.0124590928522672,1.0413752584272038
-0.01800820764953135,1.0005730925165752,1.041485743615694
-0.017908207649531348,1.0274291235659885,1.041598457370212
-0.017808207649531352,1.0032175881853622,1.0417134548690916
-0.01770820764953135,0.9992633613636848,1.0418307928974897
-0.01760820764953135,1.0029540492913624,1.0419505299007423
-0.01750820764953135,0.9967599706940472,1.0420727260396903
-0.01740820764953135,1.0068498885026869,1.0421974432480543
-0.01730820764953135,1.0162746818817563,1.0423247452919444
-0.01720820764953135,1.0321885082350755,1.0424546978315863
-0.01710820764953135,1.0219646055466165,1.0425873684853577
-0.01700820764953135,1.015574200615856,1.0427228268962254
-0.01690820764953135,1.0157921998866393,1.042861144800685
-0.01680820764953135,0.9862027282458525,1.0430023961002994
-0.016708207649531348,0.9882963643310237,1.0431466569359478
-0.01660820764953135,0.9673229021444957,1.0432940057648932
-0.01650820764953135,0.9639820016195678,1.0434445234407843
-0.01640820764953135,0.9528271802976175,1.0435982932967136
-0.01630820764953135,0.9565384720537817,1.0437554012314572
-0.016208207649531348,0.9703585116072402,1.0439159357990258
